trader_id,day,position_notional_m,n_trades,trade_hour,daily_pnl_m,cancel_rate,limit_util,rogue_active
T007,136,17.103,10,13.14,-0.119,0.031,0.477,0
T007,137,13.539,8,12.1,0.56,0.159,0.378,0
T007,138,15.409,7,11.28,0.285,0.057,0.43,0
T007,139,21.232,9,11.04,-0.078,0.217,0.592,0
T007,140,13.761,8,13.2,-0.198,0.018,0.384,0
T007,141,11.852,8,13.25,-0.231,0.046,0.33,0
T007,142,15.073,15,12.35,-0.015,0.15,0.42,0
T007,143,14.854,10,12.47,0.421,0.047,0.414,0
T007,144,13.883,7,12.86,0.099,0.034,0.387,0
T007,145,15.129,10,10.53,0.104,0.115,0.422,0
T007,146,15.596,11,11.8,-0.287,0.011,0.435,0
T007,147,16.075,4,11.26,0.035,0.107,0.448,0
T007,148,12.483,6,11.44,0.614,0.133,0.348,0
T007,149,13.257,8,11.45,-0.124,0.076,0.37,0
T007,150,13.96,6,12.23,-0.14,0.106,0.389,0
T007,151,15.232,6,13.27,-0.035,0.061,0.425,0
T007,152,14.717,8,11.42,-0.213,0.048,0.41,0
T007,153,15.171,8,10.39,-0.06,0.066,0.423,0
T007,154,11.907,6,13.68,-0.443,0.08,0.332,0
T007,155,15.581,13,12.97,0.283,0.02,0.434,0
T007,156,18.119,12,13.02,0.728,0.081,0.505,0
T007,157,10.63,7,12.01,0.262,0.105,0.296,0
T007,158,14.862,4,11.51,0.29,0.084,0.414,0
T007,159,17.376,12,12.0,0.432,0.017,0.484,0
T007,160,13.724,8,11.32,0.076,0.115,0.383,0
T007,161,12.224,12,14.3,0.537,0.121,0.341,0
T007,162,13.441,12,10.09,-0.082,0.136,0.375,0
T007,163,11.561,4,11.18,-0.425,0.015,0.322,0
T007,164,14.413,6,12.76,0.518,0.035,0.402,0
T007,165,15.186,14,12.65,0.15,0.07,0.423,0
T007,166,20.55,2,12.36,0.075,0.065,0.573,0
T007,167,13.296,15,11.88,0.157,0.039,0.371,0
T007,168,12.135,6,13.81,-0.211,0.097,0.338,0
T007,169,12.813,7,12.53,0.019,0.039,0.357,0
T007,170,16.125,8,12.4,0.484,0.062,0.45,0
T007,171,13.057,6,11.88,0.249,0.143,0.364,0
T007,172,9.272,10,9.85,-0.531,0.076,0.259,0
T007,173,15.34,8,13.51,0.432,0.123,0.428,0
T007,174,14.254,5,11.8,0.072,0.011,0.397,0
T007,175,13.763,6,10.68,-0.148,0.065,0.384,0
T007,176,15.813,7,10.55,0.351,0.096,0.441,0
T007,177,14.885,12,10.92,-0.01,0.044,0.415,0
T007,178,12.328,5,13.77,0.142,0.1,0.344,0
T007,179,11.817,7,11.49,-0.9,0.063,0.33,0
T007,180,18.15,9,12.46,0.137,0.128,0.506,0
T007,181,18.841,13,12.35,-0.39,0.146,0.525,0
T007,182,19.136,4,12.2,-0.586,0.06,0.534,0
T007,183,12.142,8,11.87,0.137,0.095,0.339,0
T007,184,12.414,10,13.74,-0.464,0.081,0.346,0
T007,185,15.271,6,11.74,-0.369,0.218,0.426,0
T007,186,16.84,11,11.2,-0.866,0.09,0.47,0
T007,187,18.1,12,13.88,0.381,0.232,0.505,0
T007,188,14.481,12,11.58,0.266,0.059,0.404,0
T007,189,16.985,16,12.84,-0.127,0.021,0.474,0
T007,190,10.86,6,12.76,0.098,0.015,0.303,0
T007,191,13.348,11,12.48,0.366,0.088,0.372,0
T007,192,17.999,7,12.78,-0.243,0.008,0.502,0
T007,193,15.0,9,11.24,-0.374,0.059,0.418,0
T007,194,14.64,11,10.96,0.017,0.139,0.408,0
T007,195,13.608,12,11.94,-0.65,0.063,0.379,0
T007,196,13.765,11,12.07,-0.422,0.133,0.384,0
T007,197,15.442,8,10.95,-0.659,0.151,0.431,0
T007,198,15.63,8,12.62,0.396,0.114,0.436,0
T007,199,12.584,15,13.47,0.439,0.19,0.351,0
T007,200,11.119,13,12.8,-0.021,0.109,0.31,0
T007,201,14.681,7,13.43,-0.559,0.125,0.409,0
T007,202,14.289,7,13.09,-0.3,0.127,0.398,0
T007,203,15.184,8,13.18,0.155,0.116,0.423,0
T007,204,14.88,8,13.24,0.026,0.084,0.415,0
T007,205,17.888,11,13.11,0.126,0.062,0.499,0
T007,206,14.199,15,11.93,-0.385,0.016,0.396,0
T007,207,14.284,11,12.17,0.004,0.07,0.398,0
T007,208,13.955,11,12.11,0.002,0.064,0.389,0
T007,209,14.392,8,12.69,-0.163,0.081,0.401,0
T007,210,15.211,9,13.7,0.117,0.109,0.424,0
T007,211,13.777,10,11.89,-0.218,0.058,0.384,0
T007,212,16.703,6,12.87,0.153,0.138,0.466,0
T007,213,12.961,6,11.84,0.09,0.03,0.361,0
T007,214,15.451,14,12.8,-0.084,0.041,0.431,0
T007,215,18.694,12,11.92,0.497,0.055,0.521,0
T007,216,10.801,4,11.49,0.365,0.116,0.301,0
T007,217,17.9,8,11.36,0.13,0.103,0.499,0
T007,218,14.62,10,12.42,0.446,0.09,0.408,0
T007,219,15.892,4,9.64,0.352,0.091,0.443,0
T007,220,17.387,11,11.24,-0.209,0.004,0.485,0
T007,221,14.014,7,11.3,-0.045,0.046,0.391,0
T007,222,10.179,9,12.13,-0.099,0.04,0.284,0
T007,223,14.716,10,11.66,-0.217,0.082,0.41,0
T007,224,12.563,2,11.34,0.658,0.124,0.35,0
T007,225,15.2,9,12.12,-0.147,0.132,0.424,0
T007,226,13.553,6,11.7,0.518,0.178,0.378,0
T007,227,16.293,9,11.76,-0.404,0.154,0.454,0
T007,228,17.016,7,13.91,-0.03,0.063,0.474,0
T007,229,16.252,12,12.31,-0.126,0.058,0.453,0
T007,230,14.149,6,13.67,0.038,0.079,0.395,0
T007,231,11.513,9,11.37,-0.158,0.053,0.321,0
T007,232,14.011,9,14.48,-0.043,0.117,0.391,0
T007,233,14.781,7,11.63,0.005,0.006,0.412,0
T007,234,17.486,9,12.79,0.299,0.026,0.488,0
T007,235,16.3,8,14.33,-0.142,0.146,0.454,0
T007,236,12.91,2,13.2,-0.135,0.126,0.36,0
T007,237,15.669,7,13.29,0.163,0.139,0.437,0
T007,238,10.473,7,10.66,-0.397,0.085,0.292,0
T007,239,13.663,6,12.07,-0.42,0.114,0.381,0
T007,240,15.051,11,10.06,-0.136,0.108,0.42,0
T007,241,13.803,6,11.65,-0.113,0.045,0.385,0
T007,242,13.233,11,11.81,0.28,0.101,0.369,0
T007,243,14.646,6,11.35,0.085,0.132,0.408,0
T007,244,16.581,3,13.47,-0.058,0.064,0.462,0
T007,245,11.385,2,13.01,0.371,0.045,0.317,0
T007,246,16.659,9,11.9,0.734,0.026,0.464,0
T007,247,16.163,8,11.76,-0.077,0.029,0.451,0
T007,248,12.608,10,12.06,-0.053,0.122,0.352,0
T007,249,13.45,8,13.32,0.233,0.066,0.375,0
T008,0,7.364,11,13.44,0.86,0.043,0.353,0
T008,1,10.448,16,13.42,0.294,0.135,0.501,0
T008,2,10.608,18,13.34,-0.74,0.084,0.509,0
T008,3,12.286,16,13.41,-0.555,0.141,0.589,0
T008,4,8.839,15,13.95,0.225,0.204,0.424,0
T008,5,7.424,11,14.89,-0.115,0.012,0.356,0
T008,6,8.93,12,12.41,-0.341,0.041,0.428,0
T008,7,9.367,11,15.11,0.519,0.097,0.449,0
T008,8,9.272,13,13.47,-0.655,0.011,0.445,0
T008,9,7.497,16,14.49,-0.747,0.177,0.36,0
T008,10,6.685,15,13.39,0.476,0.148,0.321,0
T008,11,9.049,9,13.98,-1.074,0.068,0.434,0
T008,12,10.616,21,14.08,-1.053,0.108,0.509,0
T008,13,7.287,14,11.12,-0.734,0.103,0.35,0
T008,14,8.229,13,14.34,-0.265,0.122,0.395,0
T008,15,7.892,12,13.81,0.462,0.14,0.379,0
T008,16,10.155,8,12.01,0.17,0.252,0.487,0
T008,17,8.459,9,13.74,0.151,0.047,0.406,0
T008,18,8.149,12,13.31,0.526,0.055,0.391,0
T008,19,8.05,11,15.78,-0.339,0.062,0.386,0
T008,20,7.806,14,14.63,0.019,0.091,0.375,0
T008,21,6.39,10,14.51,-0.328,0.047,0.307,0
T008,22,7.176,13,13.54,0.052,0.079,0.344,0
T008,23,10.518,13,11.9,0.493,0.107,0.505,0
T008,24,10.397,11,14.57,-1.238,0.033,0.499,0
T008,25,8.32,12,12.93,-0.922,0.215,0.399,0
T008,26,8.763,12,14.11,-0.038,0.08,0.42,0
T008,27,10.146,14,11.68,0.024,0.066,0.487,0
T008,28,9.8,11,12.55,0.272,0.191,0.47,0
T008,29,7.707,14,13.5,0.312,0.098,0.37,0
T008,30,8.284,12,13.08,0.186,0.105,0.397,0
T008,31,6.883,12,13.69,-0.184,0.046,0.33,0
T008,32,8.363,16,13.03,0.443,0.087,0.401,0
T008,33,6.471,15,13.72,-0.786,0.324,0.31,0
T008,34,8.889,17,14.91,0.205,0.269,0.427,0
T008,35,9.892,10,13.2,-0.185,0.131,0.475,0
T008,36,10.863,13,14.87,0.487,0.162,0.521,0
T008,37,11.446,12,14.4,-0.004,0.172,0.549,0
T008,38,7.38,15,13.79,-0.148,0.127,0.354,0
T008,39,7.936,16,13.81,-1.27,0.051,0.381,0
T008,40,8.949,15,12.03,-0.083,0.015,0.429,0
T008,41,9.165,12,12.61,0.144,0.209,0.44,0
T008,42,9.343,10,12.38,0.631,0.074,0.448,0
T008,43,7.53,14,13.32,0.978,0.129,0.361,0
T008,44,7.056,12,14.04,-0.003,0.024,0.339,0
T008,45,8.444,11,13.16,0.052,0.108,0.405,0
T008,46,10.048,17,12.45,0.5,0.187,0.482,0
T008,47,8.431,18,12.22,-0.594,0.008,0.405,0
T008,48,9.025,12,13.97,0.303,0.033,0.433,0
T008,49,9.961,14,13.96,0.579,0.05,0.478,0
T008,50,9.649,10,14.04,-0.486,0.041,0.463,0
T008,51,8.605,13,14.27,1.545,0.03,0.413,0
T008,52,7.599,16,14.41,0.146,0.035,0.365,0
T008,53,7.337,11,13.2,-0.012,0.14,0.352,0
T008,54,6.234,16,12.78,-0.342,0.089,0.299,0
T008,55,7.975,17,14.31,0.233,0.081,0.383,0
T008,56,7.979,12,13.15,-0.596,0.132,0.383,0
T008,57,7.861,14,13.45,-0.85,0.027,0.377,0
T008,58,8.099,12,11.86,0.047,0.078,0.389,0
T008,59,7.51,13,13.85,-1.468,0.18,0.36,0
T008,60,7.77,8,14.02,1.36,0.088,0.373,0
T008,61,6.96,14,14.49,-0.516,0.019,0.334,0
T008,62,7.482,14,14.07,0.154,0.163,0.359,0
T008,63,7.597,6,13.06,0.853,0.126,0.365,0
T008,64,7.13,16,13.63,-0.518,0.133,0.342,0
T008,65,8.739,13,15.12,-0.224,0.051,0.419,0
T008,66,7.322,9,13.64,-0.392,0.24,0.351,0
T008,67,8.989,5,11.87,-0.204,0.187,0.431,0
T008,68,9.129,17,14.86,-0.022,0.029,0.438,0
T008,69,6.067,11,13.33,-1.406,0.064,0.291,0
T008,70,9.546,14,12.6,-0.822,0.094,0.458,0
T008,71,7.836,7,13.38,0.371,0.074,0.376,0
T008,72,10.269,7,13.55,0.949,0.142,0.493,0
T008,73,10.054,9,12.47,0.299,0.049,0.482,0
T008,74,8.983,14,12.99,0.522,0.039,0.431,0
T008,75,6.11,6,12.1,1.348,0.033,0.293,0
T008,76,10.393,14,13.99,1.001,0.039,0.499,0
T008,77,8.143,11,12.74,-0.623,0.038,0.391,0
T008,78,7.012,9,13.38,-0.598,0.053,0.336,0
T008,79,8.698,15,14.47,0.476,0.204,0.417,0
T008,80,7.51,18,13.43,1.531,0.257,0.36,0
T008,81,11.286,13,13.83,0.228,0.067,0.541,0
T008,82,8.792,10,13.02,-0.11,0.061,0.422,0
T008,83,8.595,12,13.76,-0.997,0.081,0.412,0
T008,84,7.666,17,13.83,-0.598,0.024,0.368,0
T008,85,9.603,9,14.36,0.502,0.026,0.461,0
T008,86,8.501,14,15.19,-0.516,0.048,0.408,0
T008,87,9.093,9,14.0,-0.573,0.096,0.436,0
T008,88,8.528,16,13.78,-0.09,0.146,0.409,0
T008,89,4.74,12,12.53,-0.64,0.13,0.227,0
T008,90,9.29,11,13.91,-0.087,0.068,0.446,0
T008,91,10.356,12,13.21,-0.403,0.261,0.497,0
T008,92,8.625,12,14.12,-0.135,0.173,0.414,0
T008,93,6.275,12,13.74,0.465,0.013,0.301,0
T008,94,9.289,12,14.28,-0.155,0.087,0.446,0
T008,95,9.539,15,14.84,1.6705149999999975,0.111,0.458,0
T008,96,10.207,7,15.12,1.429,0.119,0.49,0
T008,97,9.21,14,14.33,0.484,0.168,0.442,0
T008,98,8.304,17,12.69,-0.023,0.034,0.398,0
T008,99,9.801,17,13.57,0.1,0.122,0.47,0
T008,100,9.405,14,13.44,0.171,0.182,0.451,0
T008,101,7.975,9,15.37,0.105,0.127,0.383,0
T008,102,7.527,10,13.3,-1.771,0.026,0.361,0
T008,103,9.022,10,14.33,-0.089,0.037,0.433,0
T008,104,9.314,10,12.01,-0.464,0.133,0.447,0
T008,105,7.329,12,12.09,0.248,0.117,0.352,0
T008,106,8.029,17,13.29,-1.055,0.061,0.385,0
T008,107,6.528,13,13.63,-0.41,0.077,0.313,0
T008,108,7.705,15,14.15,-2.024,0.1,0.37,0
T008,109,7.897,14,14.33,-0.597,0.057,0.379,0
T008,110,6.453,11,13.01,1.548,0.064,0.31,0
T008,111,8.675,10,14.59,0.209,0.127,0.416,0
T008,112,8.482,13,13.15,-0.398,0.106,0.407,0
T008,113,8.567,14,11.9,-0.714,0.028,0.411,0
T008,114,7.833,9,14.36,0.37,0.135,0.376,0
T008,115,7.385,13,14.23,0.251,0.185,0.354,0
T008,116,8.028,18,14.18,-0.147,0.043,0.385,0
T008,117,9.183,15,14.16,0.682,0.123,0.441,0
T008,118,8.724,8,13.51,-0.441,0.105,0.419,0
T008,119,10.08,9,12.75,0.665,0.067,0.484,0
T008,120,7.533,11,14.95,-1.313,0.02,0.361,0
T008,121,7.928,8,13.34,0.669,0.13,0.38,0
T008,122,7.097,14,14.49,-0.408,0.1,0.34,0
T008,123,6.969,15,14.91,-0.749,0.051,0.334,0
T008,124,9.385,7,12.63,0.517,0.101,0.45,0
T008,125,8.276,9,14.48,1.33,0.03,0.397,0
T008,126,8.891,10,12.34,-1.334,0.15,0.427,0
T008,127,8.539,13,13.99,0.107,0.043,0.41,0
T008,128,9.715,14,12.8,-1.684,0.049,0.466,0
T008,129,8.442,18,14.09,1.474,0.133,0.405,0
T008,130,8.322,11,12.6,0.322,0.043,0.399,0
T008,131,7.098,12,14.21,0.443,0.052,0.341,0
T008,132,8.778,16,15.34,-0.373,0.153,0.421,0
T008,133,5.865,10,12.38,-1.376,0.142,0.281,0
T008,134,8.597,12,13.36,0.415,0.124,0.412,0
T008,135,6.345,15,12.32,0.478,0.143,0.304,0
T008,136,10.99,12,12.39,0.618,0.037,0.527,0
T008,137,8.739,10,14.31,0.142,0.058,0.419,0
T008,138,7.349,12,13.25,1.033,0.083,0.353,0
T008,139,8.128,12,14.67,-0.706,0.129,0.39,0
T008,140,8.823,14,12.31,0.234,0.12,0.423,0
T008,141,6.164,12,12.65,0.99,0.156,0.296,0
T008,142,6.242,6,13.64,-1.954,0.068,0.299,0
T008,143,8.538,14,12.43,0.707,0.092,0.41,0
T008,144,7.886,13,12.99,-0.724,0.075,0.378,0
T008,145,7.38,13,12.84,-1.239,0.044,0.354,0
T008,146,7.11,11,15.25,-1.491,0.058,0.341,0
T008,147,9.09,13,12.3,-0.454,0.049,0.436,0
T008,148,8.22,13,13.09,0.363,0.04,0.394,0
T008,149,8.678,15,13.78,-1.246,0.19,0.416,0
T008,150,6.849,13,13.01,0.518,0.115,0.329,0
T008,151,6.499,19,14.27,-0.535,0.258,0.312,0
T008,152,6.999,12,14.32,-1.06,0.088,0.336,0
T008,153,7.501,15,12.43,0.187,0.09,0.36,0
T008,154,8.884,11,12.74,-0.592,0.137,0.426,0
T008,155,8.129,15,13.25,-0.001,0.067,0.39,0
T008,156,7.103,15,14.98,0.898,0.068,0.341,0
T008,157,8.578,13,12.82,-0.53,0.043,0.412,0
T008,158,9.914,16,15.02,-0.584,0.016,0.476,0
T008,159,8.943,7,13.97,0.429,0.139,0.429,0
T008,160,9.005,10,15.08,-1.316,0.118,0.432,0
T008,161,5.759,11,13.09,0.858,0.055,0.276,0
T008,162,10.957,12,10.81,-0.554,0.041,0.526,0
T008,163,7.316,9,14.43,0.927,0.083,0.351,0
T008,164,8.063,14,13.91,-0.814,0.117,0.387,0
T008,165,10.802,16,13.83,-0.558,0.043,0.518,0
T008,166,8.385,15,12.63,0.772,0.09,0.402,0
T008,167,8.13,18,13.32,0.578,0.077,0.39,0
T008,168,8.849,16,14.0,-0.598,0.129,0.425,0
T008,169,8.436,11,13.43,1.091,0.173,0.405,0
T008,170,9.633,15,11.33,0.032,0.078,0.462,0
T008,171,9.112,10,13.03,0.149,0.141,0.437,0
T008,172,6.16,19,15.76,0.353,0.137,0.296,0
T008,173,8.276,14,14.03,1.534,0.061,0.397,0
T008,174,7.637,13,14.02,-1.116,0.037,0.366,0
T008,175,6.809,15,14.54,-0.509,0.011,0.327,0
T008,176,7.078,13,12.31,0.397,0.032,0.34,0
T008,177,11.085,9,13.01,0.398,0.155,0.532,0
T008,178,6.665,11,13.66,0.778,0.099,0.32,0
T008,179,8.107,15,14.64,-0.114,0.032,0.389,0
T008,180,7.502,15,13.2,-0.347,0.113,0.36,0
T008,181,9.421,12,13.88,-0.203,0.15,0.452,0
T008,182,7.492,8,15.47,-0.426,0.228,0.359,0
T008,183,11.108,6,13.82,-0.205,0.071,0.533,0
T008,184,6.694,14,14.32,-0.418,0.187,0.321,0
T008,185,8.375,16,15.18,0.624,0.044,0.402,0
T008,186,7.628,17,12.53,-0.727,0.018,0.366,0
T008,187,8.244,14,13.6,-0.92,0.234,0.396,0
T008,188,7.471,13,13.92,-0.263,0.019,0.358,0
T008,189,7.809,8,13.52,-0.25,0.106,0.375,0
T008,190,8.824,16,14.1,-1.467,0.066,0.423,0
T008,191,9.094,15,14.81,1.25,0.008,0.436,0
T008,192,8.377,12,11.67,-0.596,0.082,0.402,0
T008,193,8.022,13,13.85,0.455,0.049,0.385,0
T008,194,8.122,12,14.12,0.49,0.108,0.39,0
T008,195,9.31,14,12.62,0.217,0.107,0.447,0
T008,196,7.954,14,12.98,0.857,0.017,0.382,0
T008,197,7.361,13,13.67,0.335,0.049,0.353,0
T008,198,9.373,14,14.06,1.137,0.061,0.45,0
T008,199,9.971,19,13.17,0.644,0.092,0.478,0
T008,200,10.256,10,13.36,-0.17,0.042,0.492,0
T008,201,8.524,12,14.53,-1.035,0.047,0.409,0
T008,202,8.211,12,13.4,-0.794,0.189,0.394,0
T008,203,9.591,17,11.48,0.63,0.148,0.46,0
T008,204,7.438,16,14.44,1.332,0.104,0.357,0
T008,205,9.013,10,12.08,-1.116,0.032,0.432,0
T008,206,8.015,15,12.73,0.27,0.07,0.385,0
T008,207,7.095,15,13.66,0.315,0.018,0.34,0
T008,208,7.355,21,14.85,0.218,0.022,0.353,0
T008,209,6.672,13,13.74,0.293,0.067,0.32,0
T008,210,9.088,16,13.15,-0.51,0.016,0.436,0
T008,211,6.979,10,15.13,0.676,0.023,0.335,0
T008,212,7.914,16,14.79,-0.568,0.131,0.38,0
T008,213,6.756,16,15.16,-0.317,0.036,0.324,0
T008,214,8.263,10,13.99,-0.54,0.072,0.396,0
T008,215,9.485,10,15.74,1.522,0.043,0.455,0
T008,216,9.198,13,14.04,-0.177,0.025,0.441,0
T008,217,7.886,8,13.7,-0.858,0.147,0.378,0
T008,218,7.786,14,11.82,0.966,0.288,0.374,0
T008,219,6.745,16,14.66,0.3,0.029,0.324,0
T008,220,8.971,11,15.01,0.47,0.181,0.43,0
T008,221,10.141,16,13.74,-1.434,0.129,0.487,0
T008,222,8.803,19,13.29,0.591,0.29,0.422,0
T008,223,8.938,17,14.82,-2.138,0.048,0.429,0
T008,224,7.745,10,13.6,-0.406,0.031,0.372,0
T008,225,10.052,13,12.73,-0.868,0.08,0.482,0
T008,226,10.83,14,12.91,0.568,0.161,0.52,0
T008,227,8.416,8,13.86,-0.492,0.014,0.404,0
T008,228,8.674,14,13.7,-0.853,0.027,0.416,0
T008,229,6.987,13,13.2,-0.12,0.052,0.335,0
T008,230,7.052,13,14.67,1.137,0.028,0.338,0
T008,231,8.787,15,12.25,-0.442,0.012,0.422,0
T008,232,8.513,8,13.98,1.435,0.118,0.408,0
T008,233,8.248,7,15.87,0.108,0.184,0.396,0
T008,234,8.773,14,13.68,-0.606,0.059,0.421,0
T008,235,8.31,11,15.71,-1.005,0.019,0.399,0
T008,236,8.374,14,14.09,1.624,0.089,0.402,0
T008,237,8.296,16,14.21,0.23,0.09,0.398,0
T008,238,5.444,15,14.12,0.118,0.048,0.261,0
T008,239,8.267,14,12.46,0.434,0.036,0.397,0
T008,240,8.464,8,14.97,0.24,0.076,0.406,0
T008,241,9.109,14,13.26,-1.222,0.081,0.437,0
T008,242,7.95,6,14.62,-0.73,0.217,0.381,0
T008,243,11.368,16,13.84,1.6705149999999975,0.103,0.545,0
T008,244,8.385,13,12.19,0.51,0.032,0.402,0
T008,245,7.132,17,14.48,0.117,0.204,0.342,0
T008,246,9.302,17,13.63,0.937,0.089,0.446,0
T008,247,6.75,19,14.05,-0.074,0.209,0.324,0
T008,248,11.397,15,14.91,1.031,0.08,0.547,0
T008,249,8.254,12,15.3,0.458,0.32,0.396,0
T009,0,8.893,12,14.91,-0.236,0.093,0.328,0
T009,1,11.389,21,13.86,-0.817,0.162,0.42,0
T009,2,11.771,17,13.39,-0.579,0.206,0.434,0
T009,3,9.689,20,12.8,-0.795,0.044,0.357,0
T009,4,12.546,22,14.63,-0.236,0.042,0.463,0
T009,5,10.499,15,13.28,0.862,0.013,0.387,0
T009,6,10.419,22,11.54,0.624,0.127,0.384,0
T009,7,10.737,20,14.13,-0.643,0.13,0.396,0
T009,8,9.482,19,12.4,-0.389,0.147,0.35,0
T009,9,8.476,19,12.5,-0.941,0.034,0.313,0
T009,10,9.561,19,14.96,0.903,0.173,0.353,0
T009,11,8.796,14,11.48,0.158,0.07,0.325,0
T009,12,9.719,19,13.84,-0.533,0.095,0.359,0
T009,13,11.357,17,11.83,0.26,0.13,0.419,0
T009,14,8.699,15,12.63,-0.846,0.057,0.321,0
T009,15,11.186,17,13.14,0.405,0.112,0.413,0
T009,16,10.733,16,9.81,-0.834,0.095,0.396,0
T009,17,12.475,15,15.09,-0.735,0.024,0.46,0
T009,18,12.138,16,12.9,0.039,0.006,0.448,0
T009,19,13.124,16,11.59,-0.532,0.182,0.484,0
T009,20,11.339,18,12.93,-0.382,0.076,0.418,0
T009,21,10.377,18,13.3,1.571,0.134,0.383,0
T009,22,13.089,18,12.08,0.304,0.159,0.483,0
T009,23,7.969,16,13.4,0.361,0.205,0.294,0
T009,24,10.215,19,13.66,0.177,0.11,0.377,0
T009,25,10.721,15,13.7,-0.68,0.054,0.396,0
T009,26,12.321,19,13.75,0.469,0.133,0.455,0
T009,27,10.295,12,11.67,0.154,0.083,0.38,0
T009,28,11.564,20,13.97,0.439,0.11,0.427,0
T009,29,11.363,12,14.43,0.15,0.246,0.419,0
T009,30,11.054,13,14.05,1.365,0.064,0.408,0
T009,31,13.738,16,12.07,-0.303,0.143,0.507,0
T009,32,14.143,18,14.22,0.876,0.05,0.522,0
T009,33,11.428,17,12.92,0.155,0.088,0.422,0
T009,34,9.475,15,13.17,-0.473,0.113,0.35,0
T009,35,12.688,17,12.71,0.468,0.092,0.468,0
T009,36,13.605,12,13.23,-0.124,0.016,0.502,0
T009,37,9.979,14,13.71,-0.167,0.074,0.368,0
T009,38,12.249,13,14.68,-0.145,0.139,0.452,0
T009,39,11.999,14,11.7,0.995,0.045,0.443,0
T009,40,13.166,16,12.55,-0.181,0.059,0.486,0
T009,41,10.279,19,11.32,0.922,0.114,0.379,0
T009,42,10.197,16,14.28,-0.574,0.03,0.376,0
T009,43,13.066,20,13.26,-0.061,0.173,0.482,0
T009,44,12.199,14,11.67,-0.2,0.081,0.45,0
T009,45,8.998,20,12.9,-1.01,0.087,0.332,0
T009,46,9.369,15,12.16,-0.481,0.041,0.346,0
T009,47,12.783,22,13.59,0.301,0.124,0.472,0
T009,48,9.179,19,12.88,0.972,0.073,0.339,0
T009,49,8.664,18,13.34,0.753,0.065,0.32,0
T009,50,7.508,17,11.83,0.435,0.069,0.277,0
T009,51,8.201,16,13.66,0.404,0.055,0.303,0
T009,52,12.212,16,11.22,0.358,0.077,0.451,0
T009,53,9.87,15,12.81,-0.617,0.053,0.364,0
T009,54,13.364,14,15.4,-0.309,0.311,0.493,0
T009,55,9.917,18,11.9,0.337,0.027,0.366,0
T009,56,10.255,18,11.5,-0.562,0.052,0.378,0
T009,57,9.559,21,12.21,0.281,0.082,0.353,0
T009,58,13.082,19,13.07,-0.292,0.137,0.483,0
T009,59,11.535,17,15.59,0.718,0.077,0.426,0
T009,60,10.543,11,13.47,0.569,0.039,0.389,0
T009,61,13.433,14,13.2,0.519,0.098,0.496,0
T009,62,13.585,16,12.66,0.903,0.056,0.501,0
T009,63,10.661,18,12.91,-0.234,0.118,0.393,0
T009,64,10.772,17,12.83,-0.242,0.104,0.397,0
T009,65,11.843,11,15.01,0.184,0.297,0.437,0
T009,66,11.43,18,13.09,-0.421,0.026,0.422,0
T009,67,11.541,22,13.89,0.961,0.075,0.426,0
T009,68,10.169,15,13.8,-0.656,0.108,0.375,0
T009,69,10.76,18,12.17,-0.647,0.185,0.397,0
T009,70,12.751,12,13.8,-0.039,0.039,0.47,0
T009,71,8.988,13,13.66,-0.857,0.065,0.332,0
T009,72,9.115,13,13.7,-0.189,0.084,0.336,0
T009,73,9.549,20,13.45,-0.577,0.051,0.352,0
T009,74,10.245,22,12.84,0.19,0.181,0.378,0
T009,75,12.661,19,12.87,0.824,0.061,0.467,0
T009,76,10.911,16,14.3,0.987,0.042,0.403,0
T009,77,10.567,17,11.85,0.149,0.063,0.39,0
T009,78,12.675,12,11.44,0.308,0.21,0.468,0
T009,79,11.154,15,11.6,-0.89,0.01,0.412,0
T009,80,9.362,20,13.61,0.005,0.067,0.345,0
T009,81,10.424,18,11.81,0.489,0.022,0.385,0
T009,82,15.593,18,12.16,-0.533,0.287,0.575,0
T009,83,10.826,18,14.68,-0.756,0.131,0.399,0
T009,84,8.464,9,13.13,-0.093,0.015,0.312,0
T009,85,14.41,20,14.68,-0.791,0.024,0.532,0
T009,86,8.189,19,13.9,0.628,0.068,0.302,0
T009,87,9.607,16,12.42,-0.509,0.027,0.354,0
T009,88,7.98,21,13.08,-0.298,0.112,0.294,0
T009,89,10.628,24,12.57,0.664,0.238,0.392,0
T009,90,12.053,21,13.45,0.827,0.023,0.445,0
T009,91,10.732,18,12.56,0.107,0.099,0.396,0
T009,92,10.178,14,13.92,0.686,0.115,0.376,0
T009,93,11.893,19,13.38,0.844,0.078,0.439,0
T009,94,9.988,18,12.61,-1.347,0.098,0.369,0
T009,95,10.135,20,12.37,-0.721,0.085,0.374,0
T009,96,11.183,24,12.67,0.125,0.014,0.413,0
T009,97,11.531,13,13.92,-0.833,0.03,0.425,0
T009,98,11.081,17,13.57,0.794,0.044,0.409,0
T009,99,11.096,15,11.45,-0.186,0.075,0.409,0
T009,100,10.545,22,13.9,0.413,0.147,0.389,0
T009,101,10.311,16,12.46,1.456,0.251,0.38,0
T009,102,11.847,14,12.94,0.643,0.046,0.437,0
T009,103,9.173,19,12.0,0.196,0.029,0.338,0
T009,104,11.134,18,11.14,-0.113,0.045,0.411,0
T009,105,13.645,13,12.51,0.072,0.097,0.503,0
T009,106,9.28,22,15.17,-0.034,0.027,0.342,0
T009,107,10.027,15,11.59,-0.471,0.142,0.37,0
